employee_id,name,age,salary,join_date,department,gender,country,city,weight_kg,is_active,review,price,target
5490,John A.,64.0,83703.0,2013-06-14,Sales,Female,Bangladesh,Dhaka,71.8,False,Would buy again without hesitation.,198.83,0
5491,John Y.,28.0,52205.0,2024-09-11,Finance,Female,Bangladesh,Dhaka,57.0,False,Good value for money.,342.91,0
5492,Ira K.,36.0,107238.0,2015-01-03,Engineering,Female,United States,Khulna,109.4,True,Would buy again without hesitation.,438.81,0
5493,Hasan T.,35.0,80141.0,2021-02-24,Finance,Male,United Kingdom,Rajshahi,66.5,False,Very satisfied with the quality.,112.05,0
5494,Ira D.,59.0,75294.0,2023-06-09,Sales,Male,United Kingdom,Sylhet,119.0,False,Delivery was fast and packaging great.,288.73,0
5495,Charlie R.,27.0,99505.0,2013-10-07,Sales,Male,United States,Khulna,116.1,True,"Excellent product, highly recommend!",27.44,0
5496,Eve X.,61.0,107906.0,2023-09-11,Marketing,Male,Bangladesh,Khulna,118.1,False,"Excellent product, highly recommend!",267.77,0
5497,Grace Z.,35.0,94613.0,2019-09-17,Sales,Female,United States,Khulna,69.5,True,"Excellent product, highly recommend!",321.28,0
5498,John Y.,31.0,49155.0,2020-10-12,HR,Female,United States,Rajshahi,68.3,False,No Review,74.7,0
5499,Alice C.,46.0,47183.0,2023-06-09,Finance,Female,United States,Khulna,61.2,True,Delivery was fast and packaging great.,193.68,0
5500,Ira B.,27.0,48023.0,2023-06-09,HR,Female,United States,Khulna,86.9,True,No Review,427.28,0
5501,Charlie I.,55.0,100830.0,2019-08-08,Finance,Female,United States,Chittagong,50.5,False,Delivery was fast and packaging great.,37.09,0
5502,John T.,53.0,107675.0,2023-06-09,Finance,Female,Bangladesh,Chittagong,57.6,False,Good value for money.,339.84,0
5503,Bob N.,38.0,30041.0,2012-12-27,Finance,Female,Bangladesh,Sylhet,85.1,True,good,156.93,0
5504,Diana D.,24.0,111563.0,2023-06-09,Marketing,Male,United States,Khulna,86.8,True,"Excellent product, highly recommend!",442.82,1
5505,John Q.,25.0,78894.0,2023-06-09,Sales,Male,United Kingdom,Dhaka,94.8,False,Very satisfied with the quality.,216.24,0
5506,Alice Q.,24.0,115200.0,2017-09-08,Marketing,Female,United States,Chittagong,52.0,False,Delivery was fast and packaging great.,293.83,0
5507,Charlie P.,62.0,75294.0,2023-06-09,HR,Female,United States,Khulna,124.5,False,Good value for money.,203.14,0
5508,Eve U.,33.0,34743.0,2015-06-17,Sales,Female,United States,Khulna,74.6,False,Delivery was fast and packaging great.,220.72,0
5509,John J.,27.0,49364.0,2020-06-11,Sales,Male,Bangladesh,Sylhet,89.9,True,Delivery was fast and packaging great.,324.53,0
5510,Eve K.,60.0,159615.375,2016-04-19,Finance,Female,United States,Dhaka,64.3,False,No Review,334.26,0
5511,Grace O.,53.0,72213.0,2020-02-21,Sales,Female,United States,Dhaka,74.1,False,Would buy again without hesitation.,166.03,0
5512,Frank K.,24.0,114735.0,2021-09-10,Engineering,Female,United States,Chittagong,98.8,False,Would buy again without hesitation.,273.85,1
5513,Charlie U.,48.0,98451.0,2020-04-17,Finance,Male,Bangladesh,Rajshahi,124.8,False,No Review,244.98000000000002,0
5514,Alice Y.,53.0,84269.0,2023-05-05,Engineering,Male,United States,Khulna,89.9,True,Delivery was fast and packaging great.,192.8,0
5515,Eve P.,52.0,96714.0,2016-12-17,Finance,Female,United States,Chittagong,116.0,False,Product met all expectations.,419.63,1
5516,Alice Q.,63.0,57855.0,2019-11-19,HR,Male,United States,Dhaka,100.2,False,No Review,168.1,0
5517,Ira X.,59.0,99336.0,2021-12-14,Finance,Female,United Kingdom,Khulna,57.2,True,Delivery was fast and packaging great.,244.98000000000002,0
5518,Bob O.,21.0,60431.0,2018-08-07,Engineering,Female,United States,Khulna,72.8,True,Delivery was fast and packaging great.,390.91,0
5519,Diana S.,33.0,39765.0,2023-06-09,Sales,Male,United States,Khulna,85.2,False,Product met all expectations.,483.58,0
5520,Diana D.,65.0,119335.0,2013-09-21,Marketing,Female,United States,Khulna,70.8,False,good,386.73,0
5521,Alice A.,28.0,59576.0,2011-09-08,Sales,Male,United Kingdom,Khulna,117.3,False,Would buy again without hesitation.,476.91,0
5522,Ira W.,37.0,96170.0,2012-01-29,HR,Male,United States,Rajshahi,86.8,False,Would buy again without hesitation.,487.36,0
5523,Frank K.,37.0,37090.0,2021-06-07,Finance,Female,United States,Sylhet,59.7,False,Product met all expectations.,431.03,0
5524,Charlie N.,50.0,104191.0,2021-01-18,Engineering,Female,Bangladesh,Khulna,91.6,False,good,444.13,0
5525,Bob J.,63.0,75294.0,2016-10-16,Finance,Female,United States,Chittagong,61.6,False,Very satisfied with the quality.,400.89,0
5526,Alice D.,35.0,51689.0,2019-04-05,Sales,Male,United States,Khulna,78.1,True,Very satisfied with the quality.,219.29,0
5527,Ira P.,54.0,53372.0,2023-06-09,Marketing,Male,United States,Sylhet,85.7,False,Product met all expectations.,434.21,0
5528,John Z.,65.0,66326.0,2016-09-23,Sales,Female,United States,Chittagong,55.0,False,Product met all expectations.,11.71,0
5529,Hasan B.,62.0,45068.0,2018-07-25,Finance,Female,United States,Rajshahi,118.8,True,Would buy again without hesitation.,356.05,0
5530,Diana N.,36.0,114035.0,2015-01-28,HR,Female,Bangladesh,Chittagong,100.3,False,Good value for money.,406.27,0
5531,Eve K.,59.0,82704.0,2011-10-24,Engineering,Male,United States,Chittagong,51.5,False,Product met all expectations.,119.25,0
5532,Alice S.,64.0,103712.0,2012-08-20,HR,Female,United States,Dhaka,61.4,False,Product met all expectations.,222.58,0
5533,Frank B.,24.0,112096.0,2010-09-18,Finance,Male,United States,Khulna,119.7,False,Would buy again without hesitation.,128.31,0
5534,Diana P.,54.0,90698.0,2018-10-16,Sales,Female,Bangladesh,Dhaka,86.8,False,"Excellent product, highly recommend!",7.66,0
5535,Diana C.,52.0,56992.0,2020-06-24,Finance,Male,United States,Chittagong,106.6,False,Delivery was fast and packaging great.,367.97,0
5536,Frank I.,30.0,96549.0,2024-10-30,Marketing,Male,United States,Rajshahi,90.1,False,"Excellent product, highly recommend!",399.9,0
5537,Grace O.,31.0,30598.0,2019-07-30,Sales,Female,United States,Rajshahi,56.0,False,"Excellent product, highly recommend!",302.99,0
5538,Alice V.,34.0,49172.0,2011-08-08,Marketing,Male,United States,Khulna,103.3,True,Very satisfied with the quality.,107.33,1
5539,Bob S.,55.0,107665.0,2020-10-27,Marketing,Female,United States,Rajshahi,125.8,False,Very satisfied with the quality.,170.07,0
5540,Ira U.,48.0,100582.0,2010-09-10,Marketing,Female,United Kingdom,Khulna,82.8,False,"Excellent product, highly recommend!",172.43,0
5541,Ira D.,25.0,65716.0,2011-12-12,Engineering,Male,Bangladesh,Sylhet,100.4,False,Very satisfied with the quality.,260.55,0
5542,Charlie C.,41.0,87684.0,2023-06-09,Marketing,Male,Bangladesh,Sylhet,92.0,True,Very satisfied with the quality.,170.5,0
5543,Hasan C.,33.0,55782.0,2023-06-09,Marketing,Male,United States,Chittagong,124.4,False,Delivery was fast and packaging great.,119.46,0
5544,Diana L.,31.0,75294.0,2013-03-14,Engineering,Male,United States,Rajshahi,114.7,True,Very satisfied with the quality.,179.63,0
5545,John G.,41.0,108104.0,2022-04-28,Marketing,Female,United States,Khulna,63.4,False,Good value for money.,355.94,0
5546,Charlie Y.,62.0,75294.0,2010-10-21,Engineering,Male,United States,Rajshahi,96.7,True,"Excellent product, highly recommend!",244.98000000000002,0
5547,Bob V.,55.0,80106.0,2024-05-06,Finance,Male,United Kingdom,Rajshahi,51.4,True,No Review,496.88,0
5548,John T.,31.0,52809.0,2023-11-15,Engineering,Female,Bangladesh,Dhaka,50.0,False,No Review,274.76,0
5549,Eve O.,28.0,99688.0,2015-03-16,Finance,Female,Bangladesh,Chittagong,55.4,False,Good value for money.,465.5,0
5550,Eve N.,41.0,93333.0,2015-03-21,HR,Male,United States,Dhaka,109.2,True,Delivery was fast and packaging great.,115.74,0
5551,Bob V.,24.0,58231.0,2018-06-12,Marketing,Male,United Kingdom,Chittagong,93.0,True,"Excellent product, highly recommend!",268.96,0
5552,Ira M.,60.0,111920.0,2011-02-23,Sales,Male,Bangladesh,Dhaka,93.2,False,Very satisfied with the quality.,81.52,0
5553,Frank I.,54.0,75294.0,2019-03-28,Sales,Male,United Kingdom,Rajshahi,115.0,True,No Review,491.76,0
5554,Alice C.,27.0,118112.0,2024-04-26,HR,Male,United States,Sylhet,113.5,True,"Excellent product, highly recommend!",244.98000000000002,0
5555,Diana C.,56.0,39956.0,2011-12-17,Sales,Female,United States,Khulna,108.2,False,Would buy again without hesitation.,139.69,0
5556,Ira D.,41.0,110552.0,2023-06-09,Finance,Male,United States,Dhaka,75.2,False,No Review,482.39,0
5557,Grace M.,39.0,102074.0,2023-06-09,Finance,Male,United Kingdom,Chittagong,122.0,True,No Review,173.24,0
5558,Ira L.,58.0,75294.0,2023-06-09,Sales,Female,United States,Dhaka,74.1,False,No Review,210.62,0
5559,John X.,37.0,98435.0,2021-02-21,HR,Male,Bangladesh,Khulna,107.6,False,"Excellent product, highly recommend!",212.29,0
5560,Ira P.,21.0,93569.0,2022-05-05,Engineering,Male,United States,Sylhet,109.9,False,Delivery was fast and packaging great.,329.12,0
5561,Grace I.,21.0,32231.0,2023-09-06,Sales,Female,United States,Dhaka,46.6,True,Would buy again without hesitation.,143.27,0
5562,Hasan C.,42.0,63658.0,2021-09-07,HR,Female,United Kingdom,Rajshahi,86.8,False,No Review,394.51,0
5563,Hasan D.,55.0,39967.0,2014-04-23,Finance,Female,United States,Sylhet,82.0,False,No Review,405.91,0
5564,Charlie C.,22.0,96325.0,2021-07-11,Engineering,Male,Bangladesh,Khulna,75.4,False,good,360.94,0
5565,Alice L.,57.0,43931.0,2013-09-10,Finance,Female,United States,Chittagong,98.0,True,No Review,101.84,0
5566,Diana H.,39.0,47031.0,2011-07-29,Sales,Female,Bangladesh,Khulna,98.2,False,Delivery was fast and packaging great.,469.33,0
5567,Alice C.,22.0,34652.0,2023-06-09,Marketing,Female,United States,Rajshahi,67.0,False,Would buy again without hesitation.,85.23,0
5568,John F.,18.0,68483.0,2016-12-19,HR,Female,United States,Khulna,113.9,False,Delivery was fast and packaging great.,394.26,0
5569,John K.,53.0,54686.0,2010-02-05,Finance,Female,United States,Rajshahi,79.8,False,Would buy again without hesitation.,244.98000000000002,0
5570,Alice G.,18.0,83632.0,2017-10-26,Marketing,Male,United Kingdom,Chittagong,105.2,False,Would buy again without hesitation.,39.22,0
5571,Bob B.,47.0,66068.0,2023-06-09,HR,Male,United Kingdom,Sylhet,86.9,True,No Review,150.76,0
5572,Hasan D.,23.0,71966.0,2023-06-09,Sales,Male,United States,Chittagong,64.2,False,Delivery was fast and packaging great.,169.11,0
5573,John D.,57.0,58566.0,2022-07-15,Engineering,Female,United States,Dhaka,115.2,False,No Review,74.34,0
5574,Hasan O.,64.0,103774.0,2024-05-09,Sales,Female,United States,Dhaka,94.1,True,Delivery was fast and packaging great.,122.26,0
5575,Grace R.,49.0,80500.0,2014-10-10,HR,Male,United States,Chittagong,62.1,False,Delivery was fast and packaging great.,456.62,0
5576,Bob W.,50.0,33190.0,2022-03-22,Engineering,Male,Bangladesh,Sylhet,109.8,False,Product met all expectations.,214.03,0
5577,Eve H.,34.0,67962.0,2017-09-09,Engineering,Female,Bangladesh,Khulna,110.2,False,Very satisfied with the quality.,299.77,0
5578,John P.,37.0,43158.0,2024-12-18,Sales,Female,United Kingdom,Sylhet,71.7,False,No Review,85.65,1
5579,Charlie F.,22.0,95926.0,2010-11-07,HR,Male,Bangladesh,Khulna,117.6,False,Product met all expectations.,388.67,0
5580,Frank Z.,50.0,75530.0,2014-02-02,Engineering,Male,United Kingdom,Sylhet,53.8,True,"Excellent product, highly recommend!",340.21,0
5581,Alice H.,34.0,97314.0,2016-03-11,Engineering,Male,United States,Chittagong,57.5,True,Delivery was fast and packaging great.,131.12,0
5582,Alice E.,31.0,75294.0,2023-06-09,HR,Male,Bangladesh,Khulna,116.0,True,Delivery was fast and packaging great.,256.34,0
5583,Grace J.,29.0,37216.0,2018-09-08,Engineering,Female,United States,Khulna,76.0,True,No Review,101.86,0
5584,Bob T.,32.0,117471.0,2023-06-09,Engineering,Male,United States,Rajshahi,123.5,False,Would buy again without hesitation.,34.93,0
5585,John B.,55.0,115492.0,2018-07-31,HR,Male,United States,Khulna,48.1,False,Would buy again without hesitation.,169.63,1
5586,Grace F.,47.0,75294.0,2012-09-07,Sales,Female,Bangladesh,Sylhet,85.6,False,"Excellent product, highly recommend!",412.08,0
5587,Bob Q.,65.0,82772.0,2019-02-25,Sales,Male,United States,Rajshahi,72.6,True,Delivery was fast and packaging great.,244.98000000000002,0
5588,John H.,18.0,71555.0,2023-06-09,Sales,Male,United States,Chittagong,99.5,False,"Excellent product, highly recommend!",260.06,0
5589,Hasan J.,64.0,69259.0,2023-06-09,HR,Male,Bangladesh,Khulna,56.7,False,Very satisfied with the quality.,204.44,0
5590,Bob U.,32.0,37229.0,2014-11-26,Marketing,Male,United States,Chittagong,65.4,False,Product met all expectations.,119.43,0
5591,John X.,26.0,63724.0,2023-01-06,Sales,Male,Bangladesh,Sylhet,75.5,False,"Excellent product, highly recommend!",427.39,0
5592,Ira L.,47.0,101133.0,2022-08-02,Sales,Male,United Kingdom,Sylhet,58.8,True,Product met all expectations.,14.16,0
5593,Alice G.,63.0,49820.0,2016-08-14,Sales,Male,Bangladesh,Dhaka,129.9,True,Delivery was fast and packaging great.,452.53,0
5594,Diana O.,23.0,61539.0,2014-10-02,Finance,Female,Bangladesh,Rajshahi,100.7,False,Good value for money.,262.8,0
5595,Grace A.,41.0,64110.0,2024-05-25,Engineering,Female,United States,Khulna,74.2,True,Very satisfied with the quality.,20.66,0
5596,Alice X.,64.0,41700.0,2022-02-15,Finance,Male,United States,Khulna,126.3,False,Delivery was fast and packaging great.,140.77,0
5597,Bob S.,59.0,34928.0,2023-06-09,Engineering,Male,Bangladesh,Dhaka,73.1,False,Would buy again without hesitation.,442.27,0
5598,Charlie F.,24.0,66929.0,2017-01-01,Engineering,Female,Bangladesh,Sylhet,86.8,True,Would buy again without hesitation.,459.58,0
5599,Bob V.,34.0,41845.0,2012-05-13,Finance,Male,Bangladesh,Chittagong,56.2,False,No Review,316.82,0
5600,Alice T.,64.0,60896.0,2017-06-26,Sales,Female,United Kingdom,Sylhet,113.1,False,No Review,115.67,0
5601,Hasan K.,23.0,42769.0,2012-07-10,Sales,Female,United States,Sylhet,85.6,False,Would buy again without hesitation.,479.52,0
5602,Charlie H.,39.0,54759.0,2020-09-10,Engineering,Male,United Kingdom,Rajshahi,113.0,False,good,427.17,0
5603,Eve G.,35.0,85333.0,2023-08-15,Marketing,Male,United States,Sylhet,128.7,False,Good value for money.,336.88,0
5604,Hasan L.,41.0,39530.0,2015-03-09,Engineering,Male,United Kingdom,Chittagong,79.0,False,Delivery was fast and packaging great.,244.98000000000002,0
5605,Hasan B.,56.0,72614.0,2011-09-06,Sales,Male,Bangladesh,Rajshahi,74.0,False,No Review,54.11,0
5606,John V.,32.0,99193.0,2010-06-06,HR,Female,Bangladesh,Sylhet,64.4,True,Very satisfied with the quality.,266.81,0
5607,Bob D.,41.0,75294.0,2020-07-24,Finance,Male,United Kingdom,Chittagong,102.9,False,Product met all expectations.,458.69,0
5608,Ira E.,53.0,119445.0,2012-08-29,Sales,Male,United States,Rajshahi,55.5,False,Delivery was fast and packaging great.,252.17,0
5609,John Y.,41.0,37812.0,2012-06-03,Sales,Female,United States,Dhaka,66.8,True,Very satisfied with the quality.,109.67,0
5610,Hasan X.,40.0,73858.0,2010-04-01,Engineering,Male,United States,Chittagong,89.6,False,Would buy again without hesitation.,244.98000000000002,0
5611,Charlie Y.,64.0,65241.0,2017-09-04,Engineering,Male,United Kingdom,Dhaka,71.0,True,Product met all expectations.,219.13,0
5612,Bob Z.,52.0,38857.0,2016-08-10,Marketing,Female,United States,Rajshahi,83.5,False,Good value for money.,489.17,0
5613,Charlie O.,41.0,117431.0,2017-03-03,Finance,Female,United Kingdom,Rajshahi,57.0,True,Good value for money.,95.44,0
5614,Diana A.,34.0,44400.0,2011-03-03,Marketing,Female,United Kingdom,Khulna,94.0,False,Product met all expectations.,52.08,0
5615,Hasan R.,48.0,108394.0,2011-02-24,HR,Male,United Kingdom,Chittagong,85.6,False,Good value for money.,444.15,0
5616,Charlie I.,47.0,44121.0,2010-12-01,Sales,Female,Bangladesh,Rajshahi,82.5,False,Would buy again without hesitation.,406.54,0
5617,Bob J.,39.0,75294.0,2024-10-12,HR,Male,United States,Sylhet,80.0,False,Good value for money.,474.39,0
5618,John G.,57.0,98610.0,2015-08-13,Sales,Male,United States,Khulna,61.0,False,Delivery was fast and packaging great.,139.6,0
5619,Charlie X.,31.0,37049.0,2022-05-22,Finance,Male,United Kingdom,Chittagong,124.2,False,Very satisfied with the quality.,72.2,0
5620,Charlie W.,50.0,61912.0,2023-06-09,Finance,Male,United Kingdom,Sylhet,102.5,False,Good value for money.,229.73,0
5621,Hasan R.,62.0,75294.0,2020-03-18,HR,Male,Bangladesh,Khulna,123.1,True,Very satisfied with the quality.,297.83,0
5622,Grace X.,56.0,76581.0,2023-06-09,Finance,Male,Bangladesh,Chittagong,66.0,False,Would buy again without hesitation.,431.98,0
5623,Bob N.,40.0,118612.0,2021-12-25,Engineering,Female,United States,Sylhet,94.1,True,Product met all expectations.,80.43,0
5624,Diana V.,32.0,107516.0,2021-07-06,Sales,Male,Bangladesh,Dhaka,56.5,False,No Review,70.7,0
5625,John J.,51.0,92268.0,2023-06-09,HR,Female,United States,Khulna,92.3,False,"Excellent product, highly recommend!",264.68,0
5626,Frank Z.,18.0,68718.0,2021-01-06,HR,Male,Bangladesh,Rajshahi,101.1,True,Very satisfied with the quality.,446.67,1
5627,Eve P.,32.0,118782.0,2023-06-09,Finance,Female,United States,Khulna,128.2,True,Delivery was fast and packaging great.,385.73,0
5628,Diana K.,49.0,66974.0,2023-06-09,Marketing,Female,United States,Chittagong,76.6,True,No Review,175.8,1
5629,Eve O.,38.0,71020.0,2022-10-11,Marketing,Female,United States,Rajshahi,115.7,True,Very satisfied with the quality.,455.28,0
5630,Hasan F.,32.0,35910.0,2022-04-13,Engineering,Female,United States,Rajshahi,57.3,False,Good value for money.,38.75,0
5631,Alice Q.,48.0,83779.0,2023-10-15,HR,Male,United States,Khulna,66.9,False,Delivery was fast and packaging great.,244.98000000000002,0
5632,Frank Y.,38.0,32286.0,2012-02-05,Finance,Male,United States,Dhaka,80.0,False,Delivery was fast and packaging great.,434.68,0
5633,Hasan N.,22.0,75294.0,2023-10-28,Finance,Male,United States,Sylhet,105.1,True,Would buy again without hesitation.,431.4,0
5634,Frank Q.,22.0,77314.0,2017-04-23,Finance,Male,Bangladesh,Khulna,116.0,False,"Excellent product, highly recommend!",15.2,0
5635,John B.,25.0,119318.0,2017-05-23,Sales,Female,Bangladesh,Khulna,66.0,True,Product met all expectations.,244.98000000000002,0
5636,Eve O.,38.0,75294.0,2016-02-08,HR,Male,Bangladesh,Khulna,66.9,False,Very satisfied with the quality.,464.23,0
5637,John K.,22.0,53790.0,2016-01-07,Marketing,Female,Bangladesh,Rajshahi,120.6,True,Good value for money.,391.94,0
5638,Eve P.,61.0,67325.0,2022-01-31,Engineering,Male,United States,Sylhet,122.8,True,Good value for money.,259.68,0
5639,Frank F.,42.0,76329.0,2023-06-09,Finance,Male,United States,Sylhet,54.0,False,Delivery was fast and packaging great.,240.18,0
5640,Hasan Z.,49.0,75294.0,2010-02-07,HR,Male,United States,Sylhet,111.0,False,"Excellent product, highly recommend!",172.5,0
5641,Hasan A.,58.0,52194.0,2023-05-03,Finance,Male,Bangladesh,Khulna,119.5,True,Good value for money.,113.85,0
5642,Ira G.,59.0,118249.0,2011-01-31,Engineering,Male,United States,Sylhet,82.1,False,Good value for money.,454.64,0
5643,Alice P.,63.0,97360.0,2011-06-12,HR,Male,Bangladesh,Khulna,110.6,True,good,258.65,0
5644,Diana D.,41.0,49521.0,2016-08-10,Finance,Male,Bangladesh,Khulna,111.8,False,"Excellent product, highly recommend!",270.89,0
5645,Ira L.,35.0,107262.0,2013-03-23,HR,Female,Bangladesh,Chittagong,81.7,True,Product met all expectations.,346.87,0
5646,Alice F.,41.0,159615.375,2012-12-17,Sales,Male,United Kingdom,Sylhet,101.2,False,Would buy again without hesitation.,256.42,0
5647,Ira H.,57.0,109140.0,2015-11-19,Engineering,Male,Bangladesh,Sylhet,111.9,False,Product met all expectations.,88.73,0
5648,Eve R.,21.0,75294.0,2019-06-07,HR,Male,United States,Chittagong,105.2,False,Good value for money.,498.2,0
5649,Charlie A.,28.0,94770.0,2011-12-27,Sales,Male,United States,Sylhet,81.0,False,Very satisfied with the quality.,379.31,0
5650,John P.,41.0,48387.0,2021-09-04,Engineering,Male,United States,Khulna,72.1,True,Product met all expectations.,449.01,0
5651,Hasan A.,62.0,40476.0,2022-02-20,HR,Male,United States,Rajshahi,88.9,False,Would buy again without hesitation.,369.25,0
5652,John C.,23.0,36699.0,2022-02-03,HR,Female,United Kingdom,Khulna,87.0,True,"Excellent product, highly recommend!",111.43,0
5653,Grace Q.,21.0,68195.0,2017-06-08,Sales,Male,United States,Dhaka,49.6,False,Very satisfied with the quality.,341.94,0
5654,Frank A.,20.0,15000.0,2023-06-09,Finance,Male,United Kingdom,Dhaka,57.1,False,Would buy again without hesitation.,421.88,0
5655,Alice X.,46.0,80659.0,2021-09-23,Sales,Male,Bangladesh,Sylhet,103.9,False,Good value for money.,281.15,0
5656,Eve V.,19.0,34120.0,2017-10-28,HR,Male,United States,Sylhet,86.8,True,Would buy again without hesitation.,103.0,0
5657,Bob Y.,56.0,34202.0,2023-06-09,Finance,Male,United States,Khulna,106.3,False,Delivery was fast and packaging great.,305.35,0
5658,Frank L.,29.0,75294.0,2015-04-23,Marketing,Male,United States,Chittagong,82.6,False,Would buy again without hesitation.,102.17,0
5659,John Z.,61.0,105703.0,2012-12-24,Sales,Female,Bangladesh,Rajshahi,123.9,False,Would buy again without hesitation.,291.75,0
5660,Bob M.,61.0,43908.0,2011-06-24,Engineering,Female,Bangladesh,Rajshahi,103.0,True,Product met all expectations.,422.04,0
5661,Grace C.,40.0,65174.0,2020-05-08,Sales,Female,Bangladesh,Chittagong,58.4,False,Very satisfied with the quality.,226.19,0
5662,Grace E.,18.0,59214.0,2011-12-17,Marketing,Male,United Kingdom,Dhaka,96.5,False,Delivery was fast and packaging great.,185.12,0
5663,Charlie A.,44.0,51252.0,2011-06-17,HR,Female,Bangladesh,Khulna,109.4,False,Good value for money.,280.86,0
5664,Charlie S.,35.0,69390.0,2016-02-03,Engineering,Male,United States,Khulna,86.8,False,No Review,95.62,0
5665,Eve V.,60.0,42415.0,2023-06-09,Sales,Female,United States,Khulna,84.2,False,No Review,91.16,0
5666,Eve H.,54.0,35078.0,2016-08-06,Engineering,Male,United States,Chittagong,128.3,False,Very satisfied with the quality.,238.34,0
5667,Hasan O.,34.0,94048.0,2023-06-09,Sales,Male,United States,Rajshahi,106.7,True,Would buy again without hesitation.,466.0,0
5668,Bob T.,54.0,69601.0,2018-09-11,Engineering,Female,United States,Dhaka,52.4,True,good,385.46,0
5669,Frank E.,52.0,81662.0,2010-12-16,Engineering,Male,United States,Khulna,106.9,False,Good value for money.,455.56,0
5670,Alice R.,59.0,118855.0,2022-12-06,Sales,Female,United States,Chittagong,92.8,False,Would buy again without hesitation.,394.39,0
5671,Eve S.,42.0,115008.0,2024-01-22,Sales,Male,Bangladesh,Sylhet,120.1,False,"Excellent product, highly recommend!",371.22,0
5672,John W.,65.0,101528.0,2016-11-25,Sales,Male,United States,Chittagong,81.7,True,Good value for money.,455.88,0
5673,John O.,59.0,64910.0,2013-05-16,Engineering,Male,United States,Rajshahi,122.9,True,Would buy again without hesitation.,233.09,0
5674,Grace O.,47.0,80274.0,2012-12-07,Sales,Female,United States,Khulna,86.8,False,Good value for money.,496.36,0
5675,Frank Y.,33.0,55633.0,2021-02-06,Finance,Female,United States,Rajshahi,61.9,False,Product met all expectations.,227.03,0
5676,Hasan Y.,21.0,68534.0,2022-12-03,HR,Male,United States,Khulna,50.7,False,No Review,244.98000000000002,0
5677,Alice V.,45.0,78558.0,2023-04-22,Engineering,Male,Bangladesh,Chittagong,119.2,False,Would buy again without hesitation.,21.07,0
5678,Hasan K.,64.0,77585.0,2023-06-09,Finance,Male,United States,Rajshahi,69.9,False,Would buy again without hesitation.,276.12,0
5679,Hasan V.,18.0,116421.0,2012-09-20,Finance,Female,United States,Khulna,60.8,True,"Excellent product, highly recommend!",192.55,0
5680,Diana P.,47.0,36429.0,2021-05-28,Marketing,Female,United States,Khulna,58.3,False,"Excellent product, highly recommend!",279.64,0
5681,Charlie X.,48.0,57807.0,2014-08-05,Finance,Female,Bangladesh,Dhaka,71.5,False,Delivery was fast and packaging great.,119.09,0
5682,Charlie S.,51.0,75294.0,2019-09-03,Finance,Male,United States,Rajshahi,88.4,False,Would buy again without hesitation.,158.27,0
5683,Bob Z.,64.0,104464.0,2015-05-24,Engineering,Male,Bangladesh,Dhaka,106.1,False,Would buy again without hesitation.,439.96,0
5684,Frank U.,63.0,91381.0,2021-08-20,Engineering,Female,Bangladesh,Dhaka,117.3,False,Very satisfied with the quality.,474.56,0
5685,Hasan T.,43.0,61807.0,2013-05-17,Finance,Male,United States,Chittagong,63.1,False,Product met all expectations.,346.28,0
5686,Ira K.,64.0,41195.0,2023-06-09,HR,Female,United States,Sylhet,50.3,False,Would buy again without hesitation.,93.61,0
5687,Frank X.,21.0,63935.0,2023-06-09,Marketing,Male,United States,Chittagong,97.4,True,Product met all expectations.,200.75,0
5688,Ira S.,28.0,71764.0,2022-05-18,Engineering,Male,United States,Sylhet,45.6,False,Good value for money.,347.6,0
5689,Ira A.,53.0,55106.0,2022-10-18,Engineering,Female,United Kingdom,Rajshahi,87.6,True,Delivery was fast and packaging great.,244.98000000000002,0
5690,Hasan C.,58.0,79501.0,2023-06-09,Engineering,Male,United States,Chittagong,108.2,False,Would buy again without hesitation.,101.96,1
5691,Charlie I.,56.0,45585.0,2016-11-11,HR,Female,United States,Sylhet,106.8,True,Very satisfied with the quality.,262.96,0
5692,Diana V.,40.0,78334.0,2011-12-31,Finance,Female,Bangladesh,Sylhet,116.7,True,Very satisfied with the quality.,168.04,0
5693,Bob U.,56.0,77975.0,2024-06-20,Finance,Male,United Kingdom,Dhaka,127.6,True,Very satisfied with the quality.,17.91,0
5694,Grace O.,56.0,43873.0,2023-12-22,Sales,Female,United States,Rajshahi,89.7,False,Delivery was fast and packaging great.,290.69,0
5695,Eve Z.,24.0,65408.0,2022-09-11,Engineering,Female,United States,Khulna,111.7,False,Product met all expectations.,18.45,0
5696,Alice I.,55.0,67587.0,2019-01-19,Marketing,Female,Bangladesh,Dhaka,110.1,True,Very satisfied with the quality.,21.53,0
5697,Ira M.,57.0,83545.0,2012-03-24,HR,Male,Bangladesh,Dhaka,122.1,True,No Review,349.95,0
5698,Grace X.,58.0,70495.0,2023-06-09,Engineering,Female,United Kingdom,Sylhet,68.4,False,"Excellent product, highly recommend!",312.38,0
5699,Charlie S.,47.0,93187.0,2024-05-28,Sales,Male,United Kingdom,Khulna,106.2,False,Product met all expectations.,9.26,0
5700,Alice N.,55.0,75294.0,2020-05-31,Sales,Male,United States,Sylhet,52.2,True,Very satisfied with the quality.,48.99,0
5701,Hasan Z.,24.0,106509.0,2019-08-15,Engineering,Male,United Kingdom,Khulna,72.6,False,Very satisfied with the quality.,239.04,0
5702,Bob F.,25.0,89928.0,2018-12-29,HR,Male,United Kingdom,Khulna,53.5,True,Good value for money.,235.94,0
